province;red;green;blue;name;
7303;78;218;23;x;
7304;246;176;240;x;
7305;96;194;236;x;
7306;30;158;188;x;
7307;51;132;97;x;
7308;39;212;231;x;
7309;221;103;24;x;
7310;162;13;24;x;
7311;49;158;118;x;
7312;105;180;72;x;
7313;171;201;26;x;
7314;49;120;177;x;
7315;37;242;173;x;
7316;75;42;20;x;
7317;56;131;43;x;
7318;149;76;45;x;
7319;102;216;44;x;
7320;24;212;178;x;
7321;69;173;137;x;
7322;54;9;165;x;
7323;65;22;251;x;
7324;159;229;42;x;
7325;228;51;171;x;
7326;209;230;171;x;
7327;214;223;55;x;
7328;54;140;118;x;
7329;155;60;31;x;
7330;157;77;250;x;
7331;133;52;31;x;
7332;190;208;141;x;
7333;23;173;204;x;
7334;224;178;220;x;
7335;199;107;96;x;
7336;251;248;186;x;
7337;168;169;49;x;
7338;152;175;36;x;
7339;107;46;37;x;
7340;28;216;82;x;
7341;86;183;11;x;
7342;251;120;122;x;
7343;86;124;50;x;
7344;169;21;107;x;
7345;44;64;244;x;
7346;245;122;39;x;
7347;123;191;220;x;
7348;66;188;46;x;
7349;171;249;191;x;
7350;51;24;27;x;
7351;72;190;213;x;
7352;154;38;61;x;
7353;212;202;248;x;
7354;12;49;182;x;
7355;10;169;85;x;
7356;48;202;131;x;
7357;131;15;72;x;
7358;202;121;23;x;
7359;64;94;115;x;
7360;170;118;142;x;
7361;186;187;209;x;
7362;67;234;24;x;
7363;161;126;19;x;
7364;104;253;60;x;
7365;128;139;18;x;
7366;73;128;121;x;
7367;57;48;117;x;
7368;235;138;44;x;
7369;61;37;129;x;
7370;83;104;250;x;
7371;82;197;157;x;
7372;89;86;35;x;
7373;28;236;111;x;
7374;72;54;212;x;
7375;64;100;24;x;
7376;181;93;46;x;
7377;225;225;110;x;
7378;2;180;57;x;
7379;187;105;210;x;
7380;221;76;225;x;
7381;65;64;180;x;
7382;67;157;140;x;
7383;24;218;134;x;
7384;160;117;172;x;
7385;235;216;114;x;
7386;10;177;33;x;
7387;30;30;46;x;
7388;26;197;78;x;
7389;73;189;184;x;
7390;221;141;6;x;
7391;178;154;46;x;
7392;134;27;50;x;
7393;130;161;0;x;
7394;122;108;8;x;
7395;187;64;3;x;
7396;229;80;143;x;
7397;61;221;225;x;
7398;42;17;10;x;
7399;45;154;106;x;
7400;208;202;21;x;
7401;183;84;55;x;
7402;70;79;139;x;
7403;169;97;140;x;
7404;175;24;145;x;
7405;243;213;191;x;
7406;141;239;89;x;
7407;144;123;139;x;
7408;138;42;108;x;
7409;16;130;120;x;
7410;123;213;51;x;
7411;145;251;97;x;
7412;107;36;90;x;
7413;132;195;135;x;
7414;69;147;153;x;
7415;80;35;151;x;
7416;204;86;97;x;
7417;216;248;126;x;
7418;242;202;3;x;
7419;232;78;18;x;
7420;145;106;133;x;
7421;124;128;213;x;
7422;184;236;33;x;
7423;36;158;195;x;
7424;151;122;210;x;
7425;186;173;242;x;
7426;210;55;225;x;
7427;212;198;49;x;
7428;76;73;193;x;
7429;73;94;228;x;
7430;233;96;129;x;
7431;122;140;216;x;
7432;46;113;252;x;
7433;191;136;58;x;
7434;137;47;237;x;
7435;0;185;12;x;
7436;42;92;214;x;
7437;36;230;207;x;
7438;184;188;250;x;
7439;153;84;35;x;
7440;51;164;165;x;
7441;170;83;130;x;
7442;166;129;181;x;
7443;31;11;52;x;
7444;237;109;149;x;
7445;237;167;235;x;
7446;4;90;81;x;
7447;198;131;190;x;
7448;81;45;74;x;
7449;109;9;71;x;
7450;101;43;162;x;
7451;53;202;7;x;
7452;191;218;73;x;
7453;97;63;153;x;
7454;250;76;78;x;
7455;7;144;155;x;
7456;119;99;215;x;
7457;239;179;90;x;
7458;244;232;98;x;
7459;95;47;214;x;
7460;92;23;181;x;
7461;103;28;193;x;
7462;93;190;62;x;
7463;146;209;99;x;
7464;132;252;109;x;
7465;146;97;138;x;
7466;169;112;109;x;
7467;112;80;46;x;
7468;1;42;110;x;
7469;13;46;39;x;
7470;28;207;211;x;
7471;216;9;239;x;
7472;121;243;46;x;
7473;123;39;177;x;
7474;242;126;204;x;
7475;6;114;48;x;
7476;158;241;29;x;
7477;132;140;38;x;
7478;35;182;165;x;
7479;49;168;188;x;
7480;244;42;39;x;
7481;201;138;101;x;
7482;192;161;213;x;
7483;66;79;183;x;
7484;171;226;69;x;
7485;156;190;224;x;
7486;94;51;107;x;
7487;59;39;166;x;
7488;205;92;198;x;
7489;183;61;98;x;
7490;62;226;184;x;
7491;3;18;95;x;
7492;67;14;15;x;
7493;230;0;199;x;
7494;227;239;50;x;
7495;223;37;131;x;
7496;167;50;144;x;
7497;211;134;243;x;
7498;187;202;74;x;
7499;106;234;29;x;
7500;119;40;208;x;
7501;7;86;218;x;
7502;9;152;207;x;
7503;249;181;85;x;
7504;205;66;83;x;
7505;239;133;242;x;
7506;146;82;81;x;
7507;168;219;60;x;
7508;119;131;236;x;
7509;63;28;162;x;
7510;204;78;159;x;
7511;231;195;224;x;
7512;218;100;214;x;
7513;4;129;4;x;
7514;183;90;195;x;
7515;107;161;174;x;
7516;150;95;172;x;
7517;110;58;178;x;
7518;247;90;153;x;
7519;33;20;253;x;
7520;90;171;55;x;
7521;251;120;203;x;
7522;25;73;158;x;
7523;43;239;235;x;
7524;202;174;115;x;
7525;71;207;188;x;
7526;252;190;186;x;
7527;213;178;246;x;
7528;203;188;143;x;
7529;84;218;39;x;
7530;220;238;176;x;
7531;167;96;66;x;
7532;149;70;161;x;
7533;4;150;240;x;
7534;136;174;57;x;
7535;11;185;63;x;
7536;85;138;245;x;
7537;0;71;157;x;
7538;45;135;115;x;
7539;183;179;80;x;
7540;154;216;82;x;
7541;118;230;73;x;
7542;19;115;173;x;
7543;43;128;114;x;
7544;211;65;6;x;
7545;73;97;89;x;
7546;243;82;27;x;
7547;151;251;105;x;
7548;29;15;188;x;
7549;52;176;56;x;
7550;62;39;70;x;
7551;110;37;227;x;
7552;203;174;82;x;
7553;224;78;38;x;
7554;138;33;94;x;
7555;76;28;9;x;
7556;159;136;139;x;
7557;35;22;120;x;
7558;235;89;213;x;
7559;223;59;156;x;
7560;24;184;55;x;
7561;246;188;195;x;
7562;232;222;150;x;
7563;35;233;107;x;
7564;224;6;205;x;
7565;95;58;248;x;
7566;148;233;41;x;
7567;23;182;32;x;
7568;15;47;25;x;
7569;56;175;95;x;
7570;221;233;94;x;
7571;210;114;20;x;
7572;225;179;58;x;
7573;166;126;3;x;
7574;166;143;87;x;
7575;248;58;77;x;
7576;70;3;183;x;
7577;56;188;237;x;
7578;252;61;179;x;
7579;121;130;159;x;
7580;239;214;21;x;
7581;239;35;176;x;
7582;168;202;113;x;
7583;20;254;194;x;
7584;38;221;65;x;
7585;193;10;66;x;
7586;244;150;145;x;
7587;11;93;125;x;
7588;106;173;61;x;
7589;191;100;133;x;
7590;29;190;16;x;
7591;224;49;233;x;
7592;117;107;251;x;
7593;179;33;196;x;
7594;47;110;160;x;
7595;99;197;40;x;
7596;139;64;188;x;
7597;251;47;56;x;
7598;40;228;167;x;
7599;152;245;41;x;
7600;11;249;96;x;
7601;109;93;169;x;
7602;147;202;76;x;
7603;136;25;154;x;
7604;224;246;210;x;
7605;13;71;140;x;
7606;207;183;31;x;
7607;176;205;237;x;
7608;178;170;198;x;
7609;223;218;168;x;
7610;230;128;34;x;
7611;239;151;247;x;
7612;80;214;106;x;
7613;216;140;202;x;
7614;149;227;120;x;
7615;38;15;99;x;
7616;155;186;68;x;
7617;19;216;217;x;
7618;82;135;145;x;
7619;50;217;101;x;
7620;211;215;156;x;
7621;32;224;76;x;
7622;148;128;129;x;
7623;94;33;135;x;
7624;252;189;50;x;
7625;54;54;173;x;
7626;102;120;132;x;
7627;95;88;0;x;
7628;53;118;249;x;
7629;184;129;205;x;
7630;143;145;104;x;
7631;214;252;208;x;
7632;142;39;99;x;
7633;200;93;80;x;
7634;196;17;168;x;
7635;203;239;79;x;
7636;123;142;57;x;
7637;83;62;244;x;
7638;56;109;251;x;
7639;39;14;70;x;
7640;147;239;118;x;
7641;181;113;202;x;
7642;201;185;79;x;
7643;140;232;36;x;
7644;249;241;28;x;
7645;155;113;136;x;
7646;93;229;21;x;
7647;20;53;134;x;
7648;224;77;174;x;
7649;251;246;108;x;
7650;193;201;42;x;
7651;177;179;233;x;
7652;46;132;92;x;
7653;145;6;198;x;
7654;101;29;76;x;
7655;94;69;157;x;
7656;197;102;84;x;
7657;214;187;224;x;
7658;166;121;15;x;
7659;216;79;237;x;
7660;67;94;135;x;
7661;144;155;255;x;
7662;91;7;239;x;
7663;152;230;146;x;
7664;126;20;229;x;
7665;95;86;44;x;
7666;12;69;223;x;
7667;101;170;215;x;
7668;226;123;114;x;
7669;183;223;230;x;
7670;105;237;234;x;
7671;63;147;189;x;
7672;162;62;198;x;
7673;11;239;198;x;
7674;12;247;70;x;
7675;201;126;26;x;
7676;107;205;81;x;
7677;206;180;71;x;
7678;143;132;138;x;
7679;160;187;68;x;
7680;243;96;238;x;
7681;247;94;94;x;
7682;152;242;139;x;
7683;238;10;19;x;
7684;86;160;26;x;
7685;107;163;164;x;
7686;179;37;243;x;
7687;37;71;79;x;
7688;200;130;20;x;
7689;4;130;229;x;
7690;180;92;18;x;
7691;255;157;225;x;
7692;239;35;66;x;
7693;216;251;40;x;
7694;123;170;104;x;
7695;90;30;171;x;
7696;86;115;174;x;
7697;24;190;75;x;
7698;15;35;52;x;
7699;113;234;197;x;
7700;160;65;184;x;
7701;216;239;152;x;
7702;25;163;52;x;
7703;52;218;110;x;
7704;51;73;40;x;
7705;192;115;11;x;
7706;25;62;95;x;
7707;238;92;50;x;
7708;236;114;57;x;
7709;249;7;187;x;
7710;219;98;19;x;
7711;82;151;35;x;
7712;24;167;127;x;
7713;35;62;151;x;
7714;21;90;12;x;
7715;5;90;150;x;
7716;114;202;47;x;
7717;115;176;85;x;
7718;149;204;10;x;
7719;224;191;120;x;
7720;72;81;50;x;
7721;232;80;236;x;
7722;218;133;70;x;
7723;15;16;12;x;
7724;52;167;244;x;
7725;202;62;28;x;
7726;211;253;31;x;
7727;93;124;187;x;
7728;54;244;104;x;
7729;31;233;102;x;
7730;1;123;112;x;
7731;63;203;193;x;
7732;240;22;246;x;
7733;253;127;205;x;
7734;116;81;117;x;
7735;23;227;107;x;
7736;114;137;1;x;
7737;73;143;153;x;
7738;46;42;63;x;
7739;113;101;0;x;
7740;206;72;197;x;
7741;253;175;157;x;
7742;129;46;225;x;
7743;3;78;116;x;
7744;161;159;246;x;
7745;251;135;148;x;
7746;151;217;98;x;
7747;138;90;92;x;
7748;54;117;101;x;
7749;249;247;32;x;
7750;99;82;73;x;
7751;53;239;252;x;
7752;213;26;147;x;
7753;82;102;229;x;
7754;0;201;232;x;
7755;231;172;149;x;
7756;185;101;48;x;
7757;97;157;129;x;
7758;95;79;59;x;
7759;68;94;155;x;
7760;9;62;139;x;
7761;13;48;42;x;
7762;121;233;120;x;
7763;230;229;41;x;
7764;224;174;142;x;
7765;247;249;248;x;
7766;245;158;17;x;
7767;219;61;174;x;
7768;196;108;214;x;
7769;7;17;127;x;
7770;24;64;106;x;
7771;58;106;39;x;
7772;157;154;19;x;
7773;151;82;66;x;
7774;198;8;46;x;
7775;227;210;232;x;
7776;71;231;22;x;
7777;250;85;21;x;
7778;57;200;45;x;
7779;106;153;123;x;
7780;137;184;232;x;
7781;193;84;221;x;
7782;89;248;142;x;
7783;48;161;240;x;
7784;201;112;244;x;
7785;19;11;7;x;
7786;244;39;191;x;
7787;205;54;37;x;
7788;172;82;76;x;
7789;5;103;52;x;
7790;210;52;245;x;
7791;87;14;14;x;
7792;231;104;163;x;
7793;248;96;26;x;
7794;68;150;126;x;
7795;185;176;54;x;
7796;114;181;74;x;
7797;112;53;110;x;
7798;210;60;222;x;
7799;120;112;43;x;
7800;157;201;68;x;
7801;5;198;144;x;
7802;148;36;195;x;
7803;105;196;233;x;
7804;161;178;192;x;
7805;234;69;251;x;
7806;192;209;122;x;
7807;161;102;29;x;
7808;207;136;5;x;
7809;236;55;238;x;
7810;223;235;230;x;
7811;161;171;74;x;
7812;188;102;116;x;
7813;34;176;242;x;
7814;114;135;220;x;
7815;155;241;110;x;
7816;23;161;93;x;
7817;178;84;80;x;
7818;182;98;119;x;
7819;104;206;153;x;
7820;123;117;100;x;
7821;254;153;123;x;
7822;134;251;50;x;
7823;222;95;85;x;
7824;167;190;113;x;
7825;221;136;134;x;
7826;6;105;9;x;
7827;22;234;196;x;
7828;5;127;107;x;
7829;87;215;172;x;
7830;226;10;246;x;
7831;3;189;182;x;
7832;61;60;23;x;
7833;95;169;103;x;
7834;189;113;199;x;
7835;114;97;109;x;
7836;64;250;114;x;
7837;187;159;79;x;
7838;242;142;250;x;
7839;187;79;206;x;
7840;32;78;200;x;
7841;194;10;200;x;
7842;72;157;66;x;
7843;127;207;142;x;
7844;133;185;32;x;
7845;215;182;184;x;
7846;37;160;64;x;
7847;224;35;239;x;
7848;196;212;50;x;
7849;149;71;13;x;
7850;187;1;168;x;
7851;12;159;181;x;
7852;120;111;82;x;
7853;175;136;193;x;
7854;6;20;43;x;
7855;229;62;76;x;
7856;135;213;236;x;
7857;124;14;52;x;
7858;150;109;188;x;
7859;243;64;234;x;
7860;126;30;224;x;
7861;68;16;203;x;
7862;76;109;192;x;
7863;5;92;86;x;
7864;86;122;25;x;
7865;207;13;175;x;
7866;109;155;53;x;
7867;49;144;135;x;
7868;146;98;50;x;
7869;252;26;16;x;
7870;157;80;62;x;
7871;8;130;75;x;
7872;7;203;68;x;
7873;232;161;6;x;
7874;172;91;239;x;
7875;172;164;146;x;
7876;119;131;211;x;
7877;80;92;93;x;
7878;126;145;75;x;
7879;105;74;185;x;
7880;179;246;98;x;
7881;9;216;190;x;
7882;179;162;157;x;
7883;138;46;232;x;
7884;174;96;62;x;
7885;97;179;59;x;
7886;204;44;208;x;
7887;156;64;191;x;
7888;212;111;200;x;
7889;105;177;148;x;
7890;225;138;234;x;
7891;56;2;204;x;
7892;17;1;2;x;
7893;19;198;67;x;
7894;23;30;96;x;
7895;57;33;184;x;
7896;126;107;210;x;
7897;180;18;244;x;
7898;132;20;125;x;
7899;118;30;33;x;
7900;50;72;71;x;
7901;227;76;48;x;
7902;157;103;29;x;
7903;87;156;199;x;
7904;150;202;155;x;
7905;253;110;139;x;
7906;201;97;150;x;
7907;188;126;106;x;
7908;138;211;37;x;
7909;128;181;26;x;
7910;244;88;158;x;
7911;188;10;237;x;
7912;1;178;234;x;
7913;45;5;208;x;
7914;228;163;128;x;
7915;177;15;74;x;
7916;19;54;132;x;
7917;4;26;59;x;
7918;95;101;13;x;
7919;215;144;168;x;
7920;68;98;223;x;
7921;171;28;198;x;
7922;136;249;175;x;
7923;29;246;133;x;
7924;191;48;156;x;
7925;214;188;106;x;
7926;183;228;103;x;
7927;236;104;10;x;
7928;76;16;98;x;
7929;62;29;225;x;
7930;104;2;93;x;
7931;92;206;68;x;
7932;90;51;204;x;
7933;131;58;68;x;
7934;47;115;157;x;
7935;3;231;170;x;
7936;242;42;112;x;
7937;72;175;102;x;
7938;234;227;129;x;
7939;242;237;210;x;
7940;143;204;203;x;
7941;200;148;0;x;
7942;9;48;17;x;
7943;116;205;64;x;
7944;190;144;62;x;
7945;72;246;47;x;
7946;46;25;153;x;
7947;50;65;172;x;
7948;72;18;169;x;
7949;9;127;61;x;
7950;239;58;121;x;
7951;151;220;231;x;
7952;103;13;129;x;
7953;112;205;178;x;
7954;224;85;106;x;
7955;2;0;38;x;
7956;30;116;125;x;
7957;105;187;157;x;
7958;140;158;73;x;
7959;155;145;109;x;
7960;64;51;188;x;
7961;49;46;110;x;
7962;187;80;35;x;
7963;70;85;51;x;
7964;181;165;191;x;
7965;23;119;124;x;
7966;203;36;195;x;
7967;77;72;6;x;
7968;218;35;69;x;
7969;187;96;211;x;
7970;41;212;79;x;
7971;106;183;142;x;
7972;36;199;46;x;
7973;83;193;227;x;
7974;255;144;152;x;
7975;149;64;163;x;
7976;212;129;49;x;
7977;38;177;241;x;
7978;196;94;110;x;
7979;49;221;40;x;
7980;182;16;95;x;
7981;196;157;158;x;
7982;45;101;186;x;
7983;18;68;253;x;
7984;106;252;201;x;
7985;109;29;236;x;
7986;147;237;75;x;
7987;212;236;107;x;
7988;52;139;87;x;
7989;184;5;63;x;
7990;151;106;101;x;
7991;169;60;209;x;
7992;126;122;252;x;
7993;208;136;121;x;
7994;103;57;132;x;
7995;40;93;59;x;
7996;247;233;68;x;
7997;73;125;88;x;
7998;14;13;120;x;
7999;52;44;186;x;
8000;59;62;80;x;
8001;232;175;168;x;
8002;243;80;234;x;
8003;209;93;24;x;
8004;5;40;194;x;
8005;137;29;175;x;
8006;160;101;70;x;
8007;209;52;17;x;
8008;81;74;4;x;
8009;115;193;22;x;
8010;53;188;178;x;
8011;228;173;194;x;
8012;107;35;254;x;
8013;119;251;173;x;
8014;201;68;182;x;
8015;218;167;143;x;
8016;32;184;111;x;
8017;125;15;22;x;
8018;7;83;147;x;
8019;71;78;53;x;
8020;190;2;5;x;
8021;77;23;106;x;
8022;101;185;180;x;
8023;118;35;45;x;
8024;237;41;122;x;
8025;10;232;40;x;
8026;57;99;202;x;
8027;37;94;134;x;
8028;51;164;170;x;
8029;198;108;249;x;
8030;183;164;192;x;
8031;104;55;54;x;
8032;60;209;175;x;
8033;89;235;3;x;
8034;164;33;195;x;
8035;143;111;48;x;
8036;127;224;233;x;
8037;155;181;54;x;
8038;3;84;7;x;
8039;82;217;174;x;
8040;97;66;161;x;
8041;239;16;51;x;
8042;63;79;199;x;
8043;48;168;77;x;
8044;198;216;200;x;
8045;116;24;190;x;
8046;127;169;104;x;
8047;196;31;184;x;
8048;57;97;56;x;
8049;244;232;172;x;
8050;223;42;244;x;
8051;27;11;143;x;
8052;229;219;122;x;
8053;249;190;204;x;
8054;150;87;190;x;
8055;203;189;77;x;
8056;87;198;126;x;
8057;56;167;222;x;
8058;190;47;175;x;
8059;134;65;198;x;
8060;145;127;189;x;
8061;124;161;28;x;
8062;190;90;3;x;
8063;60;171;242;x;
8064;58;66;39;x;
8065;22;166;88;x;
8066;133;4;184;x;
8067;38;177;122;x;
8068;201;250;177;x;
8069;193;39;220;x;
8070;106;119;90;x;
8071;156;177;70;x;
8072;164;179;155;x;
8073;171;151;27;x;
8074;62;87;8;x;
8075;255;236;182;x;
8076;55;16;81;x;
8077;138;165;122;x;
8078;104;102;189;x;
8079;181;8;85;x;
8080;62;212;99;x;
8081;56;49;109;x;
8082;21;157;57;x;
8083;226;104;245;x;
8084;17;75;76;x;
8085;111;20;169;x;
8086;219;228;103;x;
8087;195;124;74;x;
8088;26;213;236;x;
8089;195;196;231;x;
8090;79;29;57;x;
8091;192;172;145;x;
8092;135;159;71;x;
8093;236;185;145;x;
8094;142;119;77;x;
8095;82;190;82;x;
8096;84;132;188;x;
8097;16;214;174;x;
8098;119;144;118;x;
8099;97;235;48;x;
8100;91;80;183;x;
8101;176;226;245;x;
8102;85;28;209;x;
8103;194;164;107;x;
8104;233;237;37;x;
8105;85;106;118;x;
8106;158;186;98;x;
8107;222;190;244;x;
8108;12;198;200;x;
8109;91;29;209;x;
8110;49;106;177;x;
8111;237;243;107;x;
8112;245;248;142;x;
8113;50;255;183;x;
8114;182;103;70;x;
8115;132;48;216;x;
8116;238;48;0;x;
8117;191;172;227;x;
8118;31;143;108;x;
8119;209;234;174;x;
8120;188;24;85;x;
8121;23;221;112;x;
8122;222;245;167;x;
8123;52;50;140;x;
8124;65;230;120;x;
8125;20;66;128;x;
8126;158;173;214;x;
8127;222;166;48;x;
8128;115;74;140;x;
8129;41;130;141;x;
8130;211;243;55;x;
8131;235;69;0;x;
8132;80;130;102;x;
8133;131;179;205;x;
8134;228;125;174;x;
8135;180;115;170;x;
8136;3;4;224;x;
8137;81;38;230;x;
8138;12;20;46;x;
8139;230;199;192;x;
8140;128;134;129;x;
8141;64;114;3;x;
8142;143;130;92;x;
8143;107;0;189;x;
8144;72;150;191;x;
8145;96;123;133;x;
8146;0;167;31;x;
8147;76;136;226;x;
8148;253;245;123;x;
8149;236;197;195;x;
8150;8;101;225;x;
8151;178;35;251;x;
8152;173;218;68;x;
8153;237;106;202;x;
8154;122;111;39;x;
8155;76;110;118;x;
8156;35;17;107;x;
8157;68;99;155;x;
8158;159;13;233;x;
8159;135;213;11;x;
8160;56;158;202;x;
8161;181;33;95;x;
8162;136;39;170;x;
8163;107;95;84;x;
8164;32;142;25;x;
8165;141;58;202;x;
8166;14;83;48;x;
8167;39;159;80;x;
8168;136;127;57;x;
8169;52;8;177;x;
8170;158;59;39;x;
8171;27;219;238;x;
8172;134;14;97;x;
8173;204;192;83;x;
8174;101;160;212;x;
8175;151;161;124;x;
8176;150;154;104;x;
8177;150;252;120;x;
8178;71;24;209;x;
8179;200;128;14;x;
8180;138;245;85;x;
8181;29;76;228;x;
8182;201;185;12;x;
8183;18;215;159;x;
8184;238;36;138;x;
8185;133;229;37;x;
8186;127;244;34;x;
8187;172;125;111;x;
8188;154;196;144;x;
8189;82;215;101;x;
8190;253;106;150;x;
8191;11;200;143;x;
8192;232;17;223;x;
8193;56;154;33;x;
8194;130;217;183;x;
8195;71;158;10;x;
8196;91;1;197;x;
8197;245;143;31;x;
8198;168;96;126;x;
8199;85;179;228;x;
8200;244;50;69;x;
8201;117;199;89;x;
8202;233;178;148;x;
8203;30;83;190;x;
8204;138;5;30;x;
8205;201;163;190;x;
8206;137;190;65;x;
8207;48;176;86;x;
8208;193;129;153;x;
8209;241;156;67;x;
8210;210;104;229;x;
8211;223;158;34;x;
8212;90;92;57;x;
8213;161;3;52;x;
8214;170;8;79;x;
8215;197;105;172;x;
8216;103;19;204;x;
8217;71;254;233;x;
8218;90;66;240;x;
8219;113;253;190;x;
8220;212;175;203;x;
8221;245;173;240;x;
8222;241;149;255;x;
8223;101;203;26;x;
8224;140;131;216;x;
8225;28;8;128;x;
8226;188;160;32;x;
8227;152;39;88;x;
8228;20;145;24;x;
8229;199;201;53;x;
8230;60;19;137;x;
8231;38;100;118;x;
8232;199;212;11;x;
8233;250;183;124;x;
8234;208;150;92;x;
8235;213;27;157;x;
8236;119;95;185;x;
8237;146;241;216;x;
8238;37;233;64;x;
8239;8;202;78;x;
8240;37;53;68;x;
8241;143;112;195;x;
8242;87;52;32;x;
8243;209;180;163;x;
8244;145;98;244;x;
8245;52;151;29;x;
8246;203;174;248;x;
8247;43;159;175;x;
8248;97;63;130;x;
8249;200;44;220;x;
8250;228;11;9;x;
8251;207;114;247;x;
8252;94;155;24;x;
8253;42;236;64;x;
8254;232;184;169;x;
8255;222;35;145;x;
8256;100;99;93;x;
8257;164;213;180;x;
8258;65;226;240;x;
8259;102;5;238;x;
8260;37;185;229;x;
8261;156;121;223;x;
8262;11;201;115;x;
8263;48;23;181;x;
8264;176;146;191;x;
8265;229;85;255;x;
8266;173;24;185;x;
8267;213;183;246;x;
8268;154;238;251;x;
8269;154;217;43;x;
8270;214;190;134;x;
8271;99;163;188;x;
8272;172;152;132;x;
8273;160;75;166;x;
8274;249;226;88;x;
8275;108;145;14;x;
8276;190;97;132;x;
8277;172;174;207;x;
8278;215;116;21;x;
8279;214;214;151;x;
8280;180;88;109;x;
8281;68;106;118;x;
8282;189;108;179;x;
8283;233;209;178;x;
8284;145;229;225;x;
8285;109;132;181;x;
8286;134;78;130;x;
8287;100;229;66;x;
8288;160;228;99;x;
8289;106;37;48;x;
8290;79;39;16;x;
8291;210;181;45;x;
8292;127;158;90;x;
8293;151;201;232;x;
8294;12;251;39;x;
8295;65;228;108;x;
8296;136;57;43;x;
8297;167;162;40;x;
8298;72;107;97;x;
8299;62;255;24;x;
8300;180;231;32;x;
8301;245;54;92;x;
8302;111;247;211;x;
8303;49;200;248;x;
8304;102;252;87;x;
8305;77;132;232;x;
8306;61;142;121;x;
8307;47;217;33;x;
8308;218;196;170;x;
8309;9;37;98;x;
8310;143;68;166;x;
8311;181;43;90;x;
8312;209;28;32;x;
8313;15;140;238;x;
8314;230;254;104;x;
8315;28;154;209;x;
8316;86;209;255;x;
8317;131;253;239;x;
8318;115;137;107;x;
8319;109;85;150;x;
8320;12;3;122;x;
8321;59;89;100;x;
8322;94;135;92;x;
8323;197;140;223;x;
8324;197;171;132;x;
8325;0;18;61;x;
8326;236;238;131;x;
8327;133;78;37;x;
8328;27;16;174;x;
8329;49;13;32;x;
8330;201;37;49;x;
8331;25;66;54;x;
8332;41;152;35;x;
8333;171;186;89;x;
8334;93;199;187;x;
8335;141;142;13;x;
8336;232;206;127;x;
8337;242;23;213;x;
8338;34;251;31;x;
8339;132;239;193;x;
8340;45;213;215;x;
8341;58;71;26;x;
8342;28;193;28;x;
8343;176;225;173;x;
8344;101;235;63;x;
8345;115;52;25;x;
8346;213;8;177;x;
8347;110;253;86;x;
8348;43;149;45;x;
8349;169;247;112;x;
8350;143;118;67;x;
8351;76;148;1;x;
8352;194;208;145;x;
8353;181;40;99;x;
8354;153;7;129;x;
8355;67;249;240;x;
8356;183;178;174;x;
8357;60;241;105;x;
8358;181;35;185;x;
8359;107;25;180;x;
8360;68;105;55;x;
8361;111;70;77;x;
8362;185;169;17;x;
8363;193;65;128;x;
8364;123;15;168;x;
8365;228;245;109;x;
8366;249;199;99;x;
8367;209;138;220;x;
8368;35;127;6;x;
8369;13;247;242;x;
8370;32;60;221;x;
8371;250;108;123;x;
8372;236;203;44;x;
8373;6;36;159;x;
8374;211;225;110;x;
8375;87;4;126;x;
8376;81;114;227;x;
8377;244;172;225;x;
8378;236;120;238;x;
8379;243;187;186;x;
8380;252;147;154;x;
8381;221;234;233;x;
8382;78;59;122;x;
8383;155;52;153;x;
8384;144;66;66;x;
8385;213;100;17;x;
8386;116;176;248;x;
8387;205;40;180;x;
8388;198;71;154;x;
8389;188;99;255;x;
8390;218;112;238;x;
8391;150;128;32;x;
8392;21;202;116;x;
8393;131;102;117;x;
8394;62;242;106;x;
8395;143;121;22;x;
8396;147;121;154;x;
8397;223;34;195;x;
8398;186;17;45;x;
8399;146;108;149;x;
8400;72;197;22;x;
8401;115;18;69;x;
8402;86;31;124;x;
8403;75;249;122;x;
8404;150;207;32;x;
8405;84;247;248;x;
8406;97;140;83;x;
8407;192;206;168;x;
8408;183;64;94;x;
8409;2;51;38;x;
8410;60;135;216;x;
8411;68;178;45;x;
8412;41;157;87;x;
8413;3;65;187;x;
8414;238;252;3;x;
8415;155;227;94;x;
8416;239;214;161;x;
8417;31;69;254;x;
8418;195;48;199;x;
8419;138;234;233;x;
8420;67;73;206;x;
8421;146;135;204;x;
8422;79;186;254;x;
8423;64;18;75;x;
8424;216;53;173;x;
8425;254;23;171;x;
8426;201;132;235;x;
8427;103;36;34;x;
8428;28;137;236;x;
8429;116;173;213;x;
8430;139;94;12;x;
8431;172;96;212;x;
8432;244;254;223;x;
8433;120;133;165;x;
8434;186;91;170;x;
8435;32;101;12;x;
8436;209;103;225;x;
8437;53;71;102;x;
8438;233;111;192;x;
8439;240;131;60;x;
8440;68;27;122;x;
8441;12;131;108;x;
8442;157;45;212;x;
8443;199;126;149;x;
8444;168;157;118;x;
8445;212;149;238;x;
8446;117;115;205;x;
8447;201;4;211;x;
8448;141;178;13;x;
8449;107;126;151;x;
8450;58;39;92;x;
8451;127;1;83;x;
8452;150;18;46;x;
8453;4;246;75;x;
8454;119;152;76;x;
8455;122;86;156;x;
8456;28;5;166;x;
8457;158;28;250;x;
8458;208;62;40;x;
8459;123;69;152;x;
8460;127;44;39;x;
8461;43;202;131;x;
8462;164;228;240;x;
8463;83;154;54;x;
8464;104;25;3;x;
8465;214;71;107;x;
8466;139;215;246;x;
8467;94;130;136;x;
